seed,config,type,totalJobs,finishedJobs,avgCompletion,avgWaiting,util
1261867975,config.txt,base_truth,999,796,23.9724,21.0264,0.615736
1261867975,config.txt,base_strat,999,779,24.104,21.1425,0.603884
1261867975,config.txt,da_truth,999,783,8.93359,5.96552,0.491884
1261867975,config.txt,da_strat,999,777,10.1519,7.20206,0.504212
1261867976,config.txt,base_truth,999,769,26.2822,23.1638,0.617164
1261867976,config.txt,base_strat,999,769,25.5046,22.3771,0.608882
1261867976,config.txt,da_truth,999,793,8.84741,5.73518,0.509353
1261867976,config.txt,da_strat,999,770,7.97403,4.86883,0.514113
1261867977,config.txt,base_truth,999,768,23.7109,20.651,0.61036
1261867977,config.txt,base_strat,999,759,24.3202,21.2714,0.599818
1261867977,config.txt,da_truth,999,771,8.23346,5.18029,0.499377
1261867977,config.txt,da_strat,999,753,8.57769,5.52855,0.502779
1261867978,config.txt,base_truth,999,781,22.064,19.041,0.612261
1261867978,config.txt,base_strat,999,786,22.1832,19.1768,0.598696
1261867978,config.txt,da_truth,999,789,7.52978,4.50444,0.506735
1261867978,config.txt,da_strat,999,771,8.60441,5.61868,0.494026
1261867979,config.txt,base_truth,999,788,23.4949,20.4239,0.630118
1261867979,config.txt,base_strat,999,785,23.972,20.8904,0.623215
1261867979,config.txt,da_truth,999,764,7.1178,4.04712,0.496359
1261867979,config.txt,da_strat,999,759,8.55336,5.45455,0.512482
1261867980,config.txt,base_truth,999,759,26.224,23.2082,0.622255
1261867980,config.txt,base_strat,999,764,24.5537,21.5471,0.617315
1261867980,config.txt,da_truth,999,764,9.29974,6.27618,0.500905
1261867980,config.txt,da_strat,999,761,9.27858,6.30618,0.505062
1261867981,config.txt,base_truth,999,785,26.0815,23.0408,0.616302
1261867981,config.txt,base_strat,999,781,25.685,22.6466,0.6106
1261867981,config.txt,da_truth,999,783,9.77011,6.69476,0.505032
1261867981,config.txt,da_strat,999,759,10.6179,7.5863,0.493052
1261867982,config.txt,base_truth,999,700,30.3486,27.3357,0.627741
1261867982,config.txt,base_strat,999,692,30.7543,27.7341,0.617238
1261867982,config.txt,da_truth,999,716,8.84497,5.88408,0.49418
1261867982,config.txt,da_strat,999,701,8.32668,5.35949,0.509989
1261867983,config.txt,base_truth,999,798,22.8033,19.7556,0.626709
1261867983,config.txt,base_strat,999,790,23.1266,20.0633,0.615445
1261867983,config.txt,da_truth,999,771,8.35279,5.25551,0.516711
1261867983,config.txt,da_strat,999,749,8.23364,5.15354,0.510916
1261867984,config.txt,base_truth,999,791,22.512,19.4223,0.625626
1261867984,config.txt,base_strat,999,784,22.7972,19.6939,0.618629
1261867984,config.txt,da_truth,999,777,7.81467,4.72072,0.502175
1261867984,config.txt,da_strat,999,767,9.32595,6.22034,0.515272
1261867985,config.txt,base_truth,999,755,26.7192,23.7364,0.602787
1261867985,config.txt,base_strat,999,750,25.0547,22.0627,0.591132
1261867985,config.txt,da_truth,999,760,9.40921,6.41447,0.486882
1261867985,config.txt,da_strat,999,748,9.05481,6.09492,0.48956
1261867986,config.txt,base_truth,999,863,20.8667,17.9096,0.616189
1261867986,config.txt,base_strat,999,869,20.4983,17.5501,0.610717
1261867986,config.txt,da_truth,999,821,9.18879,6.15834,0.511733
1261867986,config.txt,da_strat,999,808,10.448,7.4703,0.502714
1261867987,config.txt,base_truth,999,774,25.6654,22.7468,0.606613
1261867987,config.txt,base_strat,999,759,25.7233,22.8011,0.596612
1261867987,config.txt,da_truth,999,751,7.96272,4.99601,0.480127
1261867987,config.txt,da_strat,999,746,9.31501,6.34584,0.500587
1261867988,config.txt,base_truth,999,775,22.9626,20.0452,0.611677
1261867988,config.txt,base_strat,999,763,23.1258,20.2123,0.601239
1261867988,config.txt,da_truth,999,750,8.048,5.104,0.490061
1261867988,config.txt,da_strat,999,740,9.10811,6.15541,0.504395
1261867989,config.txt,base_truth,999,851,19.8096,16.913,0.593906
1261867989,config.txt,base_strat,999,838,20.1909,17.3126,0.578233
1261867989,config.txt,da_truth,999,812,7.37315,4.41626,0.493521
1261867989,config.txt,da_strat,999,800,7.8775,4.935,0.495141
1261867990,config.txt,base_truth,999,651,33.6298,30.679,0.609226
1261867990,config.txt,base_strat,999,655,32.5847,29.6397,0.597562
1261867990,config.txt,da_truth,999,688,8.7936,5.81977,0.489244
1261867990,config.txt,da_strat,999,667,9.62519,6.65217,0.50085
1261867991,config.txt,base_truth,999,780,23.6474,20.7064,0.608608
1261867991,config.txt,base_strat,999,774,23.4729,20.5258,0.601908
1261867991,config.txt,da_truth,999,775,8.35355,5.38194,0.498704
1261867991,config.txt,da_strat,999,754,7.53448,4.56366,0.499193
1261867992,config.txt,base_truth,999,808,21.9963,19.0693,0.616505
1261867992,config.txt,base_strat,999,802,22.6085,19.682,0.604763
1261867992,config.txt,da_truth,999,801,8.13233,5.25968,0.496924
1261867992,config.txt,da_strat,999,777,9.79794,6.8816,0.504063
1261867993,config.txt,base_truth,999,833,19.8595,16.8403,0.621869
1261867993,config.txt,base_strat,999,830,20.7145,17.6843,0.616662
1261867993,config.txt,da_truth,999,801,8.22971,5.15231,0.511716
1261867993,config.txt,da_strat,999,782,7.70716,4.65345,0.513915
1261867994,config.txt,base_truth,999,753,24.9761,21.988,0.617072
1261867994,config.txt,base_strat,999,751,25.1904,22.1678,0.613552
1261867994,config.txt,da_truth,999,755,8.4596,5.4543,0.491862
1261867994,config.txt,da_strat,999,733,8.70123,5.70396,0.496913
1261867995,config.txt,base_truth,999,843,21.1922,18.1281,0.615519
1261867995,config.txt,base_strat,999,839,21.4517,18.3683,0.611514
1261867995,config.txt,da_truth,999,803,9.06849,6.01743,0.49637
1261867995,config.txt,da_strat,999,784,9.17602,6.06888,0.507801
1261867996,config.txt,base_truth,999,823,21.8433,18.8433,0.61657
1261867996,config.txt,base_strat,999,829,21.1158,18.1182,0.605773
1261867996,config.txt,da_truth,999,814,9.06511,6.05774,0.51633
1261867996,config.txt,da_strat,999,805,9.90435,6.90062,0.525726
1261867997,config.txt,base_truth,999,825,21.6764,18.7055,0.614147
1261867997,config.txt,base_strat,999,813,22.8426,19.8745,0.604598
1261867997,config.txt,da_truth,999,798,7.88722,4.92481,0.501831
1261867997,config.txt,da_strat,999,782,9.42839,6.46675,0.505725
1261867998,config.txt,base_truth,999,887,16.9121,13.8906,0.619612
1261867998,config.txt,base_strat,999,868,17.8422,14.8145,0.611076
1261867998,config.txt,da_truth,999,829,8.72135,5.66707,0.507326
1261867998,config.txt,da_strat,999,825,8.99879,5.96606,0.512719
1261867999,config.txt,base_truth,999,754,23.3422,20.3727,0.629208
1261867999,config.txt,base_strat,999,741,24.0445,21.0661,0.620967
1261867999,config.txt,da_truth,999,755,8.11126,5.16689,0.509739
1261867999,config.txt,da_strat,999,732,7.7459,4.80191,0.506842
1261868000,config.txt,base_truth,999,809,22.1001,19.1434,0.609517
1261868000,config.txt,base_strat,999,801,22.0712,19.1149,0.602288
1261868000,config.txt,da_truth,999,797,9.06399,6.11794,0.493892
1261868000,config.txt,da_strat,999,766,8.22715,5.24021,0.497415
1261868001,config.txt,base_truth,999,708,28.7782,25.6836,0.618514
1261868001,config.txt,base_strat,999,704,29.2756,26.2074,0.60481
1261868001,config.txt,da_truth,999,727,8.86382,5.81706,0.488668
1261868001,config.txt,da_strat,999,713,8.26928,5.2216,0.494054
1261868002,config.txt,base_truth,999,731,26.3406,23.4186,0.596099
1261868002,config.txt,base_strat,999,715,26.2937,23.358,0.588146
1261868002,config.txt,da_truth,999,739,8.26116,5.30311,0.491895
1261868002,config.txt,da_strat,999,717,8.55649,5.65132,0.480851
1261868003,config.txt,base_truth,999,749,29.741,26.7397,0.607251
1261868003,config.txt,base_strat,999,746,27.6273,24.6273,0.593562
1261868003,config.txt,da_truth,999,757,10.1295,7.17173,0.490106
1261868003,config.txt,da_strat,999,733,10.5907,7.60437,0.494272
1261868004,config.txt,base_truth,999,851,19.5946,16.5511,0.617601
1261868004,config.txt,base_strat,999,842,19.5154,16.4774,0.610152
1261868004,config.txt,da_truth,999,817,7.35129,4.30845,0.502743
1261868004,config.txt,da_strat,999,797,8.35383,5.28984,0.50203
1261868005,config.txt,base_truth,999,832,21.7019,18.72,0.613453
1261868005,config.txt,base_strat,999,833,21.6471,18.6483,0.605964
1261868005,config.txt,da_truth,999,812,9.03202,6.10468,0.493547
1261868005,config.txt,da_strat,999,798,9.46992,6.49624,0.501079
1261868006,config.txt,base_truth,999,769,27.0962,24,0.636974
1261868006,config.txt,base_strat,999,740,28.4324,25.3365,0.62104
1261868006,config.txt,da_truth,999,756,9.64947,6.60582,0.511726
1261868006,config.txt,da_strat,999,735,10.0163,6.96735,0.513286
1261868007,config.txt,base_truth,999,783,23.94,20.9055,0.614548
1261868007,config.txt,base_strat,999,758,24.277,21.248,0.60335
1261868007,config.txt,da_truth,999,768,8.20312,5.20703,0.50238
1261868007,config.txt,da_strat,999,745,9.19463,6.19329,0.497574
1261868008,config.txt,base_truth,999,769,25.8218,22.9298,0.607781
1261868008,config.txt,base_strat,999,779,25.9782,23.0693,0.601089
1261868008,config.txt,da_truth,999,765,8.25882,5.31503,0.495905
1261868008,config.txt,da_strat,999,755,8.88079,6.00662,0.499401
1261868009,config.txt,base_truth,999,812,22.9803,20.1244,0.597585
1261868009,config.txt,base_strat,999,802,22.9339,20.0823,0.589012
1261868009,config.txt,da_truth,999,788,8.05457,5.17766,0.485636
1261868009,config.txt,da_strat,999,771,8.5642,5.68093,0.488509
1261868010,config.txt,base_truth,999,692,27.3223,24.3092,0.620286
1261868010,config.txt,base_strat,999,694,26.3429,23.3545,0.61325
1261868010,config.txt,da_truth,999,726,7.46143,4.4876,0.496792
1261868010,config.txt,da_strat,999,702,7.26638,4.29345,0.499043
1261868011,config.txt,base_truth,999,661,30.3949,27.3147,0.6208
1261868011,config.txt,base_strat,999,656,28.6982,25.628,0.613998
1261868011,config.txt,da_truth,999,695,8.4259,5.34964,0.498779
1261868011,config.txt,da_strat,999,666,7.77177,4.68919,0.504186
1261868012,config.txt,base_truth,999,802,21.9464,18.8628,0.628506
1261868012,config.txt,base_strat,999,794,22.4081,19.3186,0.62059
1261868012,config.txt,da_truth,999,785,8.3172,5.22548,0.507618
1261868012,config.txt,da_strat,999,772,9.14378,6.07383,0.504324
1261868013,config.txt,base_truth,999,799,24.3392,21.2804,0.618188
1261868013,config.txt,base_strat,999,793,24.5006,21.4149,0.612495
1261868013,config.txt,da_truth,999,779,8.85879,5.79204,0.493141
1261868013,config.txt,da_strat,999,763,8.61337,5.55308,0.499813
1261868014,config.txt,base_truth,999,782,26.0371,23.1087,0.608902
1261868014,config.txt,base_strat,999,770,26.0558,23.1221,0.598484
1261868014,config.txt,da_truth,999,773,8.83182,5.89263,0.488775
1261868014,config.txt,da_strat,999,763,10.0983,7.17169,0.503155
1261868015,config.txt,base_truth,999,731,26.6471,23.6279,0.610286
1261868015,config.txt,base_strat,999,722,27.7576,24.7396,0.59304
1261868015,config.txt,da_truth,999,751,10.1545,7.18642,0.493341
1261868015,config.txt,da_strat,999,736,10.7649,7.79212,0.510995
1261868016,config.txt,base_truth,999,742,23.3908,20.3827,0.62345
1261868016,config.txt,base_strat,999,751,23.2477,20.225,0.61845
1261868016,config.txt,da_truth,999,751,7.75632,4.71904,0.497117
1261868016,config.txt,da_strat,999,740,8.04054,4.97703,0.517833
1261868017,config.txt,base_truth,999,741,26.4534,23.4723,0.605572
1261868017,config.txt,base_strat,999,746,25.0804,22.0938,0.595289
1261868017,config.txt,da_truth,999,757,8.09643,5.13342,0.481459
1261868017,config.txt,da_strat,999,745,8.93691,5.99866,0.487386
1261868018,config.txt,base_truth,999,755,25.7483,22.7642,0.608255
1261868018,config.txt,base_strat,999,742,26.5593,23.5822,0.599143
1261868018,config.txt,da_truth,999,745,7.99866,4.96779,0.491824
1261868018,config.txt,da_strat,999,720,10.1333,7.075,0.497045
1261868019,config.txt,base_truth,999,729,25.6626,22.5844,0.624269
1261868019,config.txt,base_strat,999,724,25.6188,22.5552,0.61143
1261868019,config.txt,da_truth,999,737,8.36228,5.35142,0.501838
1261868019,config.txt,da_strat,999,715,7.82238,4.82098,0.505047
1261868020,config.txt,base_truth,999,763,24.7379,21.8165,0.602201
1261868020,config.txt,base_strat,999,744,24.8011,21.8763,0.59056
1261868020,config.txt,da_truth,999,755,8.47947,5.4543,0.49616
1261868020,config.txt,da_strat,999,744,8.86425,5.87769,0.49665
1261868021,config.txt,base_truth,999,775,25.3781,22.5613,0.591579
1261868021,config.txt,base_strat,999,764,25.8783,23.0484,0.584536
1261868021,config.txt,da_truth,999,774,7.66537,4.81137,0.482914
1261868021,config.txt,da_strat,999,765,9.45229,6.62092,0.4908
1261868022,config.txt,base_truth,999,795,25.4013,22.4742,0.610271
1261868022,config.txt,base_strat,999,779,25.3967,22.4621,0.595109
1261868022,config.txt,da_truth,999,793,9.37957,6.41488,0.505796
1261868022,config.txt,da_strat,999,779,8.82798,5.90244,0.498117
1261868023,config.txt,base_truth,999,697,27.0344,24.0057,0.604136
1261868023,config.txt,base_strat,999,687,26.5517,23.5109,0.588544
1261868023,config.txt,da_truth,999,712,8.22893,5.19663,0.501218
