seed,config,type,totalJobs,finishedJobs,avgCompletion,avgWaiting,util
4096829239,config.txt,base_strat,999,868,18.318,15.3214,0.620479
4096829239,config.txt,da_truth,999,824,8.45146,5.46966,0.500798
4096829239,config.txt,da_strat,999,824,8.92112,5.95388,0.504433
4096829240,config.txt,base_truth,999,759,26.4335,23.4625,0.624064
4096829240,config.txt,base_strat,999,761,26.3929,23.4192,0.624758
4096829240,config.txt,da_truth,999,751,8.50599,5.54594,0.488072
4096829240,config.txt,da_strat,999,750,8.61467,5.64,0.502356
4096829241,config.txt,base_truth,999,794,23.7254,20.7506,0.612048
4096829241,config.txt,base_strat,999,794,23.1524,20.1574,0.608686
4096829241,config.txt,da_truth,999,787,9.15121,6.1601,0.502072
4096829241,config.txt,da_strat,999,784,9.37245,6.39413,0.496684
4096829242,config.txt,base_truth,999,933,15.3055,12.3065,0.610243
4096829242,config.txt,base_strat,999,928,15.7177,12.7069,0.609067
4096829242,config.txt,da_truth,999,869,10.0702,7.04718,0.516085
4096829242,config.txt,da_strat,999,868,9.55876,6.53341,0.519376
4096829243,config.txt,base_truth,999,724,26.3094,23.2887,0.618379
4096829243,config.txt,base_strat,999,725,26.3545,23.331,0.615713
4096829243,config.txt,da_truth,999,748,8.36631,5.38102,0.50083
4096829243,config.txt,da_strat,999,740,8.27838,5.27432,0.501182
4096829244,config.txt,base_truth,999,772,26.3394,23.3782,0.615396
4096829244,config.txt,base_strat,999,772,25.987,23.0142,0.613426
4096829244,config.txt,da_truth,999,769,9.94278,7.0104,0.487786
4096829244,config.txt,da_strat,999,773,10.0957,7.15524,0.499064
4096829245,config.txt,base_truth,999,825,21.24,18.297,0.60475
4096829245,config.txt,base_strat,999,819,21.569,18.6276,0.600271
4096829245,config.txt,da_truth,999,800,9.5575,6.5125,0.507792
4096829245,config.txt,da_strat,999,797,9.46173,6.40778,0.514978
4096829246,config.txt,base_truth,999,843,21.8648,18.8031,0.624774
4096829246,config.txt,base_strat,999,850,21.3,18.2294,0.62266
4096829246,config.txt,da_truth,999,816,9.07721,6.02328,0.504339
4096829246,config.txt,da_strat,999,816,8.80147,5.73652,0.512621
4096829247,config.txt,base_truth,999,713,28.3731,25.3548,0.62573
4096829247,config.txt,base_strat,999,716,28.4595,25.4372,0.618325
4096829247,config.txt,da_truth,999,733,9.28922,6.31514,0.50339
4096829247,config.txt,da_strat,999,727,9.77304,6.78267,0.504328
4096829248,config.txt,base_truth,999,807,22.5737,19.6159,0.613382
4096829248,config.txt,base_strat,999,810,22.2185,19.2667,0.611795
4096829248,config.txt,da_truth,999,787,8.23888,5.277,0.492954
4096829248,config.txt,da_strat,999,782,8.2954,5.33248,0.496874
4096829249,config.txt,base_truth,999,872,16.6089,13.6021,0.616591
4096829249,config.txt,base_strat,999,868,16.5691,13.5588,0.614915
4096829249,config.txt,da_truth,999,826,7.3523,4.31719,0.495938
4096829249,config.txt,da_strat,999,825,7.27394,4.2303,0.500709
4096829250,config.txt,base_truth,999,801,22.3396,19.3371,0.614098
4096829250,config.txt,base_strat,999,800,22.735,19.7263,0.6129
4096829250,config.txt,da_truth,999,773,8.2445,5.17206,0.500623
4096829250,config.txt,da_strat,999,766,8.71802,5.67363,0.495543
4096829251,config.txt,base_truth,999,775,26.1884,23.2852,0.601852
4096829251,config.txt,base_strat,999,780,25.4538,22.541,0.5987
4096829251,config.txt,da_truth,999,771,8.86641,5.95331,0.484437
4096829251,config.txt,da_strat,999,768,9.8112,6.88932,0.492415
4096829252,config.txt,base_truth,999,763,25.9856,22.9882,0.620249
4096829252,config.txt,base_strat,999,756,25.7632,22.7619,0.617706
4096829252,config.txt,da_truth,999,764,9.00654,5.99346,0.510638
4096829252,config.txt,da_strat,999,757,8.93395,5.93527,0.507361
4096829253,config.txt,base_truth,999,832,21.0469,18.1562,0.607819
4096829253,config.txt,base_strat,999,826,21.8039,18.9092,0.6014
4096829253,config.txt,da_truth,999,790,8.55063,5.57595,0.499776
4096829253,config.txt,da_strat,999,795,8.83522,5.85409,0.509741
4096829254,config.txt,base_truth,999,836,19.0514,16.0323,0.616754
4096829254,config.txt,base_strat,999,847,18.7025,15.6765,0.614523
4096829254,config.txt,da_truth,999,804,8.39303,5.33333,0.503591
4096829254,config.txt,da_strat,999,799,8.63705,5.58824,0.497212
4096829255,config.txt,base_truth,999,806,24.0037,20.969,0.630239
4096829255,config.txt,base_strat,999,817,23.366,20.3293,0.627291
4096829255,config.txt,da_truth,999,803,9.35616,6.3188,0.514461
4096829255,config.txt,da_strat,999,799,10.4756,7.42053,0.518836
4096829256,config.txt,base_truth,999,784,24.5663,21.5612,0.61429
4096829256,config.txt,base_strat,999,780,24.791,21.7859,0.613571
4096829256,config.txt,da_truth,999,770,9.31299,6.3013,0.500575
4096829256,config.txt,da_strat,999,766,9.11488,6.10966,0.506853
4096829257,config.txt,base_truth,999,744,28.3011,25.3723,0.59989
4096829257,config.txt,base_strat,999,747,28.4324,25.5114,0.598991
4096829257,config.txt,da_truth,999,752,9.37367,6.42819,0.495305
4096829257,config.txt,da_strat,999,738,10.2547,7.28591,0.492408
4096829258,config.txt,base_truth,999,854,19.5527,16.6967,0.595235
4096829258,config.txt,base_strat,999,857,19.2404,16.3839,0.593197
4096829258,config.txt,da_truth,999,819,8.09524,5.18315,0.496284
4096829258,config.txt,da_strat,999,818,8.47677,5.55501,0.501465
